county,city,office,district,candidate,party,votes
Waldo,LINCOLNVILLE,State Senate,23,Glenn Curry,D,768
Waldo,MONROE,State Senate,23,Glenn Curry,D,204
Waldo,MONTVILLE,State Senate,23,Glenn Curry,D,308
Waldo,MORRILL,State Senate,23,Glenn Curry,D,170
Waldo,NORTHPORT,State Senate,23,Glenn Curry,D,462
Waldo,PALERMO,State Senate,23,Glenn Curry,D,283
Waldo,PROSPECT,State Senate,23,Glenn Curry,D,129
Waldo,SEARSMONT,State Senate,23,Glenn Curry,D,346
Waldo,SEARSPORT,State Senate,23,Glenn Curry,D,602
Waldo,STOCKTON SPRINGS,State Senate,23,Glenn Curry,D,416
Waldo,SWANVILLE,State Senate,23,Glenn Curry,D,296
Waldo,THORNDIKE,State Senate,23,Glenn Curry,D,160
Waldo,TROY,State Senate,23,Glenn Curry,D,192
Waldo,UNITY,State Senate,23,Glenn Curry,D,380
Waldo,WALDO,State Senate,23,Glenn Curry,D,178
Waldo,WINTERPORT,State Senate,23,Glenn Curry,D,660
Washington,ADDISON,State Senate,29,Anne Perry,D,191
Washington,ALEXANDER,State Senate,29,Anne Perry,D,119
Washington,BAILEYVILLE,State Senate,29,Anne Perry,D,335
Washington,BARING PLT,State Senate,29,Anne Perry,D,52
Washington,BEALS,State Senate,29,Anne Perry,D,65
Washington,BEDDINGTON,State Senate,29,Anne Perry,D,13
Washington,BEDDINGTON TWPS ,State Senate,29,Anne Perry,D,0
Washington,BROOKTON TWP,State Senate,29,Anne Perry,D,34
Washington,CALAIS,State Senate,29,Anne Perry,D,827
Washington,CENTERVILLE TWP ,State Senate,29,Anne Perry,D,2
Washington,CHARLOTTE,State Senate,29,Anne Perry,D,50
Washington,CHERRYFIELD,State Senate,29,Anne Perry,D,203
Washington,COLUMBIA,State Senate,29,Anne Perry,D,45
Washington,COLUMBIA FALLS,State Senate,29,Anne Perry,D,66
Washington,COOPER,State Senate,29,Anne Perry,D,47
Washington,COOPER TWP ,State Senate,29,Anne Perry,D,1
Washington,CRAWFORD,State Senate,29,Anne Perry,D,18
Washington,CUTLER,State Senate,29,Anne Perry,D,47
Washington,DANFORTH,State Senate,29,Anne Perry,D,94
Washington,DEBLOIS,State Senate,29,Anne Perry,D,5
Washington,DENNYSVILLE,State Senate,29,Anne Perry,D,32
Washington,EAST MACHIAS,State Senate,29,Anne Perry,D,167
Washington,EASTPORT,State Senate,29,Anne Perry,D,385
Washington,EDMUNDS TWP,State Senate,29,Anne Perry,D,41
Washington,GRAND LAKE STREAM PLT,State Senate,29,Anne Perry,D,40
Washington,HARRINGTON,State Senate,29,Anne Perry,D,115
Washington,INDIAN TOWNSHIP,State Senate,29,Anne Perry,D,157
Washington,JONESBORO,State Senate,29,Anne Perry,D,72
Washington,JONESPORT,State Senate,29,Anne Perry,D,157
Washington,LUBEC,State Senate,29,Anne Perry,D,273
Washington,MACHIAS,State Senate,29,Anne Perry,D,235
Washington,MACHIASPORT,State Senate,29,Anne Perry,D,124
Washington,MARSHFIELD,State Senate,29,Anne Perry,D,46
Washington,MEDDYBEMPS,State Senate,29,Anne Perry,D,30
Washington,MILBRIDGE,State Senate,29,Anne Perry,D,227
Washington,NORTHFIELD,State Senate,29,Anne Perry,D,23
Washington,PEMBROKE,State Senate,29,Anne Perry,D,174
Washington,PERRY,State Senate,29,Anne Perry,D,194
Washington,PLEASANT PT VOTING DIS,State Senate,29,Anne Perry,D,138
Washington,PRINCETON,State Senate,29,Anne Perry,D,226
Washington,ROBBINSTON,State Senate,29,Anne Perry,D,146
Washington,ROQUE BLUFFS,State Senate,29,Anne Perry,D,52
Washington,STEUBEN,State Senate,29,Anne Perry,D,224
Washington,T10 SD ,State Senate,29,Anne Perry,D,2
Washington,TALMADGE,State Senate,29,Anne Perry,D,15
Washington,TOPSFIELD,State Senate,29,Anne Perry,D,39
Washington,VANCEBORO,State Senate,29,Anne Perry,D,54
Washington,WAITE,State Senate,29,Anne Perry,D,21
Washington,WESLEY,State Senate,29,Anne Perry,D,9
Washington,WESLEY TWPS ,State Senate,29,Anne Perry,D,2
Washington,WHITING,State Senate,29,Anne Perry,D,99
Washington,WHITNEYVILLE,State Senate,29,Anne Perry,D,24
York,ELIOT,State Senate,1,Dawn Hill,D,2241
York,KITTERY,State Senate,1,Dawn Hill,D,3350
York,OGUNQUIT,State Senate,1,Dawn Hill,D,599
York,SOUTH BERWICK,State Senate,1,Dawn Hill,D,2270
York,YORK,State Senate,1,Dawn Hill,D,5058
York,ACTON,State Senate,2,Thomas Wright,D,395
York,BERWICK,State Senate,2,Thomas Wright,D,1199
York,CORNISH,State Senate,2,Thomas Wright,D,239
York,LEBANON,State Senate,2,Thomas Wright,D,840
York,LIMERICK,State Senate,2,Thomas Wright,D,404
York,NEWFIELD,State Senate,2,Thomas Wright,D,190
York,NORTH BERWICK,State Senate,2,Thomas Wright,D,862
York,PARSONSFIELD,State Senate,2,Thomas Wright,D,257
York,SHAPLEIGH,State Senate,2,Thomas Wright,D,365
York,WELLS,State Senate,2,Thomas Wright,D,1613
York,ALFRED,State Senate,3,John Tuttle,D,1022
York,LIMINGTON,State Senate,3,John Tuttle,D,844
York,LYMAN,State Senate,3,John Tuttle,D,1231
York,SANFORD,State Senate,3,John Tuttle,D,6148
York,WATERBORO,State Senate,3,John Tuttle,D,1794
York,ARUNDEL,State Senate,4,David Dutremble,D,756
York,BIDDEFORD,State Senate,4,David Dutremble,D,5534
York,KENNEBUNK,State Senate,4,David Dutremble,D,2754
York,KENNEBUNKPORT,State Senate,4,David Dutremble,D,961
York,BIDDEFORD,State Senate,5,Linda Valentino,D,490
York,BUXTON,State Senate,5,Linda Valentino,D,2047
York,DAYTON,State Senate,5,Linda Valentino,D,580
York,OLD ORCHARD BEACH,State Senate,5,Linda Valentino,D,3164
York,SACO,State Senate,5,Linda Valentino,D,5967
UOCAVA,,State Senate,1,Dawn Hill,D,74
UOCAVA,,State Senate,2,Thomas Wright,D,13
UOCAVA,,State Senate,3,John Tuttle,D,31
UOCAVA,,State Senate,4,David Dutremble,D,57
UOCAVA,,State Senate,5,Linda Valentino,D,27
UOCAVA,,State Senate,6,James Boyle,D,33
UOCAVA,,State Senate,7,Rebecca Millett,D,93
UOCAVA,,State Senate,8,Justin Alfond,D,62
UOCAVA,,State Senate,9,Anne Haskell,D,65
UOCAVA,,State Senate,10,Stanley Gerzofsky,D,117
UOCAVA,,State Senate,13,Dennise Whitley,D,46
UOCAVA,,State Senate,14,John Patrick,D,30
UOCAVA,,State Senate,15,John Cleveland,D,32
UOCAVA,,State Senate,16,Margaret Craven,D,33
UOCAVA,,State Senate,17,Colleen Quint,D,15
UOCAVA,,State Senate,18,Joanne Dunlap,D,53
UOCAVA,,State Senate,19,Seth Goodall,D,75
UOCAVA,,State Senate,20,Christopher Johnson,D,77
UOCAVA,,State Senate,21,David Bustin,D,38
UOCAVA,,State Senate,22,Edward Mazurek,D,77
UOCAVA,,State Senate,23,Glenn Curry,D,69
UOCAVA,,State Senate,24,Penny Plourde,D,38
UOCAVA,,State Senate,25,Colleen Lachowicz,D,34
UOCAVA,,State Senate,26,David Schwanke,D,19
UOCAVA,,State Senate,27,Herbert Clarke,D,32
UOCAVA,,State Senate,28,David White,D,150
UOCAVA,,State Senate,29,Anne Perry,D,38
UOCAVA,,State Senate,30,Emily Cain,D,62
UOCAVA,,State Senate,31,Emery Deabay,D,33
UOCAVA,,State Senate,32,Geoffrey Gratwick,D,31
UOCAVA,,State Senate,33,Sherman Leighton,D,26
UOCAVA,,State Senate,34,Daniel Levesque,D,12
UOCAVA,,State Senate,35,Troy Jackson,D,20
Androscoggin,AUBURN,State Senate,15,Lois Snowe-Mello,R,4441
Androscoggin,DURHAM,State Senate,15,Lois Snowe-Mello,R,1238
Androscoggin,POLAND,State Senate,15,Lois Snowe-Mello,R,1536
Androscoggin,LEWISTON,State Senate,16,Robert Reed,R,4914
Androscoggin,GREENE,State Senate,17,Garrett Mason,R,1148
Androscoggin,LEEDS,State Senate,17,Garrett Mason,R,538
Androscoggin,LISBON,State Senate,17,Garrett Mason,R,2572
Androscoggin,LIVERMORE,State Senate,17,Garrett Mason,R,521
Androscoggin,LIVERMORE FALLS,State Senate,17,Garrett Mason,R,491
Androscoggin,MECHANIC FALLS,State Senate,17,Garrett Mason,R,588
Androscoggin,MINOT,State Senate,17,Garrett Mason,R,628
Androscoggin,SABATTUS,State Senate,17,Garrett Mason,R,1235
Androscoggin,TURNER,State Senate,17,Garrett Mason,R,1608
Androscoggin,WALES,State Senate,17,Garrett Mason,R,457
Aroostook,AMITY,State Senate,34,Roger Sherman,R,73
Aroostook,ASHLAND,State Senate,34,Roger Sherman,R,178
Aroostook,BANCROFT,State Senate,34,Roger Sherman,R,24
Aroostook,BLAINE,State Senate,34,Roger Sherman,R,264
Aroostook,BRIDGEWATER,State Senate,34,Roger Sherman,R,188
Aroostook,CARY PLT,State Senate,34,Roger Sherman,R,78
Aroostook,CHAPMAN,State Senate,34,Roger Sherman,R,125
Aroostook,CRYSTAL,State Senate,34,Roger Sherman,R,100
Aroostook,DYER BROOK,State Senate,34,Roger Sherman,R,86
Aroostook,E TWP ,State Senate,34,Roger Sherman,R,20
Aroostook,EAST MILLINOCKET ARO TWPS ,State Senate,34,Roger Sherman,R,0
Aroostook,EASTON,State Senate,34,Roger Sherman,R,388
Aroostook,FORT FAIRFIELD,State Senate,34,Roger Sherman,R,773
Aroostook,GLENWOOD PLT,State Senate,34,Roger Sherman,R,5
Aroostook,HAMMOND,State Senate,34,Roger Sherman,R,34
Aroostook,HAYNESVILLE,State Senate,34,Roger Sherman,R,43
Aroostook,HERSEY,State Senate,34,Roger Sherman,R,28
Aroostook,HODGDON,State Senate,34,Roger Sherman,R,455
Aroostook,HOULTON,State Senate,34,Roger Sherman,R,1764
Aroostook,ISLAND FALLS,State Senate,34,Roger Sherman,R,243
Aroostook,LINNEUS,State Senate,34,Roger Sherman,R,325
Aroostook,LITTLETON,State Senate,34,Roger Sherman,R,337
Aroostook,LUDLOW,State Senate,34,Roger Sherman,R,151
Aroostook,MACWAHOC PLT,State Senate,34,Roger Sherman,R,28
Aroostook,MARS HILL,State Senate,34,Roger Sherman,R,489
Aroostook,MASARDIS,State Senate,34,Roger Sherman,R,36
Aroostook,MATTAWAMKEAG TWPS ,State Senate,34,Roger Sherman,R,17
Aroostook,MERRILL,State Senate,34,Roger Sherman,R,69
Aroostook,MONTICELLO,State Senate,34,Roger Sherman,R,264
Aroostook,MORO PLT,State Senate,34,Roger Sherman,R,17
Aroostook,MORO PLT TWPS ,State Senate,34,Roger Sherman,R,2
Aroostook,NEW LIMERICK,State Senate,34,Roger Sherman,R,223
Aroostook,OAKFIELD,State Senate,34,Roger Sherman,R,232
Aroostook,ORIENT,State Senate,34,Roger Sherman,R,59
Aroostook,OXBOW PLT,State Senate,34,Roger Sherman,R,22
Aroostook,PRESQUE ISLE,State Senate,34,Roger Sherman,R,2008
Aroostook,REED PLT,State Senate,34,Roger Sherman,R,55
Aroostook,SHERMAN,State Senate,34,Roger Sherman,R,361
Aroostook,SMYRNA,State Senate,34,Roger Sherman,R,84
Aroostook,T11 R4 WELS ,State Senate,34,Roger Sherman,R,14
Aroostook,TD R2 WELS ,State Senate,34,Roger Sherman,R,0
Aroostook,WESTFIELD,State Senate,34,Roger Sherman,R,155
Aroostook,WESTON,State Senate,34,Roger Sherman,R,100
Aroostook,ALLAGASH,State Senate,35,Peter Edgecomb,R,52
Aroostook,CARIBOU,State Senate,35,Peter Edgecomb,R,2226
Aroostook,CASTLE HILL,State Senate,35,Peter Edgecomb,R,114
Aroostook,CASWELL,State Senate,35,Peter Edgecomb,R,80
Aroostook,CONNOR TWP,State Senate,35,Peter Edgecomb,R,104
Aroostook,CYR PLT,State Senate,35,Peter Edgecomb,R,26
Aroostook,EAGLE LAKE,State Senate,35,Peter Edgecomb,R,207
Aroostook,FORT KENT,State Senate,35,Peter Edgecomb,R,743
Aroostook,FORT KENT TWPS ,State Senate,35,Peter Edgecomb,R,0
Aroostook,FRENCHVILLE,State Senate,35,Peter Edgecomb,R,234
Aroostook,GARFIELD PLT,State Senate,35,Peter Edgecomb,R,27
Aroostook,GRAND ISLE,State Senate,35,Peter Edgecomb,R,37
Aroostook,HAMLIN,State Senate,35,Peter Edgecomb,R,46
Aroostook,LIMESTONE,State Senate,35,Peter Edgecomb,R,484
Aroostook,MADAWASKA,State Senate,35,Peter Edgecomb,R,554
Aroostook,MADAWASKA LAKE TWP,State Senate,35,Peter Edgecomb,R,68
Aroostook,MAPLETON,State Senate,35,Peter Edgecomb,R,626
Aroostook,NASHVILLE PLT,State Senate,35,Peter Edgecomb,R,7
Aroostook,NEW CANADA,State Senate,35,Peter Edgecomb,R,111
Aroostook,NEW SWEDEN,State Senate,35,Peter Edgecomb,R,173
Aroostook,PERHAM,State Senate,35,Peter Edgecomb,R,104
Aroostook,PORTAGE LAKE,State Senate,35,Peter Edgecomb,R,110
Aroostook,SAINT AGATHA,State Senate,35,Peter Edgecomb,R,201
Aroostook,SAINT FRANCIS,State Senate,35,Peter Edgecomb,R,86
Aroostook,SAINT JOHN PLT,State Senate,35,Peter Edgecomb,R,57
Aroostook,STOCKHOLM,State Senate,35,Peter Edgecomb,R,82
Aroostook,T12 R13 ,State Senate,35,Peter Edgecomb,R,2
Aroostook,T15 R6 WELS ,State Senate,35,Peter Edgecomb,R,3
Aroostook,T15 R9 TWP ,State Senate,35,Peter Edgecomb,R,0
Aroostook,VAN BUREN,State Senate,35,Peter Edgecomb,R,416
Aroostook,VAN BUREN TWPS ,State Senate,35,Peter Edgecomb,R,5
Aroostook,WADE,State Senate,35,Peter Edgecomb,R,81
Aroostook,WALLAGRASS,State Senate,35,Peter Edgecomb,R,98
Aroostook,WASHBURN,State Senate,35,Peter Edgecomb,R,396
Aroostook,WESTMANLAND,State Senate,35,Peter Edgecomb,R,19
Aroostook,WINTERVILLE PLT,State Senate,35,Peter Edgecomb,R,64
Aroostook,WOODLAND,State Senate,35,Peter Edgecomb,R,356
Cumberland,GORHAM,State Senate,6,Ruth Summers,R,3404
Cumberland,SCARBOROUGH,State Senate,6,Ruth Summers,R,4639
Cumberland,WESTBROOK,State Senate,6,Ruth Summers,R,1462
Cumberland,CAPE ELIZABETH,State Senate,7,Michael Wallace,R,1937
Cumberland,SCARBOROUGH,State Senate,7,Michael Wallace,R,1013
Cumberland,SOUTH PORTLAND,State Senate,7,Michael Wallace,R,4815
Cumberland,PORTLAND,State Senate,8,John Brown,R,47
Cumberland,PORTLAND,State Senate,9,Kirsten Martin,R,3933
Cumberland,WESTBROOK,State Senate,9,Kirsten Martin,R,1407
Cumberland,BRUNSWICK,State Senate,10,Ralph Dean,R,3017
Cumberland,FREEPORT,State Senate,10,Ralph Dean,R,1911
Cumberland,HARPSWELL,State Senate,10,Ralph Dean,R,1178
Cumberland,POWNAL,State Senate,10,Ralph Dean,R,427
Cumberland,CHEBEAGUE ISLAND,State Senate,11,Christopher Tyll,R,121
Cumberland,CUMBERLAND,State Senate,11,Christopher Tyll,R,2487
Cumberland,FALMOUTH,State Senate,11,Christopher Tyll,R,3432
Cumberland,GRAY,State Senate,11,Christopher Tyll,R,2352
Cumberland,LONG ISLAND,State Senate,11,Christopher Tyll,R,82
Cumberland,NORTH YARMOUTH,State Senate,11,Christopher Tyll,R,1207
Cumberland,YARMOUTH,State Senate,11,Christopher Tyll,R,1985
Cumberland,CASCO,State Senate,12,Gary Plummer,R,1082
Cumberland,FRYE ISLAND,State Senate,12,Gary Plummer,R,37
Cumberland,RAYMOND,State Senate,12,Gary Plummer,R,1396
Cumberland,STANDISH,State Senate,12,Gary Plummer,R,2835
Cumberland,WINDHAM,State Senate,12,Gary Plummer,R,5509
Cumberland,BALDWIN,State Senate,13,James Hamper,R,407
Cumberland,BRIDGTON,State Senate,13,James Hamper,R,1318
Cumberland,HARRISON,State Senate,13,James Hamper,R,710
Cumberland,NAPLES,State Senate,13,James Hamper,R,988
Cumberland,SEBAGO,State Senate,13,James Hamper,R,495
Cumberland,NEW GLOUCESTER,State Senate,15,Lois Snowe-Mello,R,1746
Franklin,JAY,State Senate,14,Harvey Calden,R,1237
Franklin,AVON,State Senate,18,Thomas Saviello,R,172
Franklin,CARRABASSETT VALLEY,State Senate,18,Thomas Saviello,R,280
Franklin,CARTHAGE,State Senate,18,Thomas Saviello,R,126
Franklin,CHESTERVILLE,State Senate,18,Thomas Saviello,R,389
Franklin,COPLIN PLT,State Senate,18,Thomas Saviello,R,58
Franklin,DALLAS PLT,State Senate,18,Thomas Saviello,R,88
Franklin,EUSTIS,State Senate,18,Thomas Saviello,R,238
Franklin,EUSTIS FRA TWPS ,State Senate,18,Thomas Saviello,R,2
Franklin,FARMINGTON,State Senate,18,Thomas Saviello,R,2329
Franklin,FREEMAN TWP ,State Senate,18,Thomas Saviello,R,104
Franklin,INDUSTRY,State Senate,18,Thomas Saviello,R,289
Franklin,KINGFIELD,State Senate,18,Thomas Saviello,R,445
Franklin,LANG TWP ,State Senate,18,Thomas Saviello,R,1
Franklin,MADRID TWP ,State Senate,18,Thomas Saviello,R,61
Franklin,NEW SHARON,State Senate,18,Thomas Saviello,R,525
Franklin,NEW VINEYARD,State Senate,18,Thomas Saviello,R,296
Franklin,PHILLIPS,State Senate,18,Thomas Saviello,R,363
Franklin,RANGELEY,State Senate,18,Thomas Saviello,R,321
Franklin,RANGELEY PLT,State Senate,18,Thomas Saviello,R,73
Franklin,SANDY RIVER PLT,State Senate,18,Thomas Saviello,R,38
Franklin,STRONG,State Senate,18,Thomas Saviello,R,565
Franklin,TEMPLE,State Senate,18,Thomas Saviello,R,197
Franklin,WELD,State Senate,18,Thomas Saviello,R,194
Franklin,WELD TWPS ,State Senate,18,Thomas Saviello,R,9
Franklin,WILTON,State Senate,18,Thomas Saviello,R,1663
Franklin,WILTON TWPS ,State Senate,18,Thomas Saviello,R,10
Hancock,BAR HARBOR,State Senate,28,Brian Langley,R,1012
Hancock,BLUE HILL,State Senate,28,Brian Langley,R,799
Hancock,BROOKLIN,State Senate,28,Brian Langley,R,232
Hancock,BROOKSVILLE,State Senate,28,Brian Langley,R,273
Hancock,CRANBERRY ISLES,State Senate,28,Brian Langley,R,53
Hancock,DEER ISLE,State Senate,28,Brian Langley,R,467
Hancock,ELLSWORTH,State Senate,28,Brian Langley,R,2566
Hancock,FLETCHERS LANDING TWP (T8 SD) ,State Senate,28,Brian Langley,R,38
Hancock,FRENCHBORO,State Senate,28,Brian Langley,R,17
Hancock,GOULDSBORO,State Senate,28,Brian Langley,R,562
Hancock,HANCOCK,State Senate,28,Brian Langley,R,733
Hancock,LAMOINE,State Senate,28,Brian Langley,R,618
Hancock,MOUNT DESERT,State Senate,28,Brian Langley,R,548
Hancock,SEDGWICK,State Senate,28,Brian Langley,R,300
Hancock,SORRENTO,State Senate,28,Brian Langley,R,103
Hancock,SOUTHWEST HARBOR,State Senate,28,Brian Langley,R,412
Hancock,STONINGTON,State Senate,28,Brian Langley,R,250
Hancock,SULLIVAN,State Senate,28,Brian Langley,R,315
Hancock,SURRY,State Senate,28,Brian Langley,R,543
Hancock,SWANS ISLAND,State Senate,28,Brian Langley,R,133
Hancock,TREMONT,State Senate,28,Brian Langley,R,343
Hancock,TRENTON,State Senate,28,Brian Langley,R,447
Hancock,WINTER HARBOR,State Senate,28,Brian Langley,R,155
Hancock,AURORA TWPS ,State Senate,29,David Burns,R,2
Hancock,EASTBROOK,State Senate,29,David Burns,R,98
Hancock,FRANKLIN,State Senate,29,David Burns,R,339
Hancock,FRANKLIN TWPS ,State Senate,29,David Burns,R,5
Hancock,GREAT POND,State Senate,29,David Burns,R,18
Hancock,OSBORN,State Senate,29,David Burns,R,31
Hancock,T3 ND ,State Senate,29,David Burns,R,3
Hancock,T7 SD ,State Senate,29,David Burns,R,2
Hancock,WALTHAM,State Senate,29,David Burns,R,104
Hancock,AMHERST,State Senate,31,Edward Yungblood,R,75
Hancock,AURORA,State Senate,31,Edward Yungblood,R,43
Hancock,BUCKSPORT,State Senate,31,Edward Yungblood,R,884
Hancock,CASTINE,State Senate,31,Edward Yungblood,R,255
Hancock,DEDHAM,State Senate,31,Edward Yungblood,R,543
Hancock,GREAT POND TWPS ,State Senate,31,Edward Yungblood,R,0
Hancock,MARIAVILLE,State Senate,31,Edward Yungblood,R,154
Hancock,ORLAND,State Senate,31,Edward Yungblood,R,427
Hancock,OTIS,State Senate,31,Edward Yungblood,R,257
Hancock,PENOBSCOT,State Senate,31,Edward Yungblood,R,265
Hancock,VERONA ISLAND,State Senate,31,Edward Yungblood,R,112
Kennebec,BELGRADE,State Senate,18,Thomas Saviello,R,972
Kennebec,FAYETTE,State Senate,18,Thomas Saviello,R,372
Kennebec,MOUNT VERNON,State Senate,18,Thomas Saviello,R,518
Kennebec,READFIELD,State Senate,18,Thomas Saviello,R,696
Kennebec,ROME,State Senate,18,Thomas Saviello,R,275
Kennebec,VIENNA,State Senate,18,Thomas Saviello,R,213
Kennebec,WAYNE,State Senate,18,Thomas Saviello,R,352
Kennebec,WINDSOR,State Senate,20,Leslie Fossel,R,588
Kennebec,CHELSEA,State Senate,21,Patrick Flood,R,527
Kennebec,FARMINGDALE,State Senate,21,Patrick Flood,R,667
Kennebec,GARDINER,State Senate,21,Patrick Flood,R,1197
Kennebec,HALLOWELL,State Senate,21,Patrick Flood,R,455
Kennebec,LITCHFIELD,State Senate,21,Patrick Flood,R,880
Kennebec,MANCHESTER,State Senate,21,Patrick Flood,R,814
Kennebec,MONMOUTH,State Senate,21,Patrick Flood,R,1321
Kennebec,PITTSTON,State Senate,21,Patrick Flood,R,712
Kennebec,RANDOLPH,State Senate,21,Patrick Flood,R,362
Kennebec,WEST GARDINER,State Senate,21,Patrick Flood,R,938
Kennebec,WINTHROP,State Senate,21,Patrick Flood,R,2407
Kennebec,AUGUSTA,State Senate,24,Roger Katz,R,5701
Kennebec,CHINA,State Senate,24,Roger Katz,R,1324
Kennebec,OAKLAND,State Senate,24,Roger Katz,R,1732
Kennebec,SIDNEY,State Senate,24,Roger Katz,R,1496
Kennebec,VASSALBORO,State Senate,24,Roger Katz,R,1223
Kennebec,ALBION,State Senate,25,Thomas Martin,R,598
Kennebec,BENTON,State Senate,25,Thomas Martin,R,824
Kennebec,CLINTON,State Senate,25,Thomas Martin,R,837
Kennebec,WATERVILLE,State Senate,25,Thomas Martin,R,2325
Kennebec,WINSLOW,State Senate,25,Thomas Martin,R,2007
Knox,FRIENDSHIP,State Senate,20,Leslie Fossel,R,338
Knox,WASHINGTON,State Senate,20,Leslie Fossel,R,369
Knox,APPLETON,State Senate,22,Christopher Rector,R,392
Knox,CAMDEN,State Senate,22,Christopher Rector,R,1266
Knox,CRIEHAVEN TWP ,State Senate,22,Christopher Rector,R,0
Knox,CUSHING,State Senate,22,Christopher Rector,R,437
Knox,HOPE,State Senate,22,Christopher Rector,R,458
Knox,MATINICUS ISLE PLT,State Senate,22,Christopher Rector,R,24
Knox,NORTH HAVEN,State Senate,22,Christopher Rector,R,67
Knox,OWLS HEAD,State Senate,22,Christopher Rector,R,428
Knox,ROCKLAND,State Senate,22,Christopher Rector,R,1173
Knox,ROCKPORT,State Senate,22,Christopher Rector,R,1014
Knox,SAINT GEORGE,State Senate,22,Christopher Rector,R,711
Knox,SOUTH THOMASTON,State Senate,22,Christopher Rector,R,377
Knox,THOMASTON,State Senate,22,Christopher Rector,R,760
Knox,UNION,State Senate,22,Christopher Rector,R,712
Knox,VINALHAVEN,State Senate,22,Christopher Rector,R,211
Knox,WARREN,State Senate,22,Christopher Rector,R,1086
Knox,ISLE AU HAUT,State Senate,28,Brian Langley,R,7
Lincoln,DRESDEN,State Senate,19,Jeffrey Pierce,R,488
Lincoln,ALNA,State Senate,20,Leslie Fossel,R,245
Lincoln,BOOTHBAY,State Senate,20,Leslie Fossel,R,1044
Lincoln,BOOTHBAY HARBOR,State Senate,20,Leslie Fossel,R,640
Lincoln,BREMEN,State Senate,20,Leslie Fossel,R,215
Lincoln,BRISTOL,State Senate,20,Leslie Fossel,R,802
Lincoln,DAMARISCOTTA,State Senate,20,Leslie Fossel,R,546
Lincoln,EDGECOMB,State Senate,20,Leslie Fossel,R,372
Lincoln,JEFFERSON,State Senate,20,Leslie Fossel,R,751
Lincoln,MONHEGAN PLT,State Senate,20,Leslie Fossel,R,10
Lincoln,NEWCASTLE,State Senate,20,Leslie Fossel,R,483
Lincoln,NOBLEBORO,State Senate,20,Leslie Fossel,R,537
Lincoln,SOMERVILLE,State Senate,20,Leslie Fossel,R,109
Lincoln,SOUTH BRISTOL,State Senate,20,Leslie Fossel,R,231
Lincoln,SOUTHPORT,State Senate,20,Leslie Fossel,R,238
Lincoln,WALDOBORO,State Senate,20,Leslie Fossel,R,1232
Lincoln,WESTPORT ISLAND,State Senate,20,Leslie Fossel,R,255
Lincoln,WHITEFIELD,State Senate,20,Leslie Fossel,R,556
Lincoln,WISCASSET,State Senate,20,Leslie Fossel,R,1172
Oxford,BROWNFIELD,State Senate,13,James Hamper,R,373
Oxford,DENMARK,State Senate,13,James Hamper,R,316
Oxford,FRYEBURG,State Senate,13,James Hamper,R,720
Oxford,HIRAM,State Senate,13,James Hamper,R,332
Oxford,NORWAY,State Senate,13,James Hamper,R,1193
Oxford,OTISFIELD,State Senate,13,James Hamper,R,610
Oxford,OXFORD,State Senate,13,James Hamper,R,1296
Oxford,PARIS,State Senate,13,James Hamper,R,1206
Oxford,PORTER,State Senate,13,James Hamper,R,342
Oxford,ALBANY TWP,State Senate,14,Harvey Calden,R,75
Oxford,ANDOVER,State Senate,14,Harvey Calden,R,102
Oxford,ANDOVER TWPS ,State Senate,14,Harvey Calden,R,1
